text,agenda,question
расходиться,Не вопрос,0
садиться,Не вопрос,0
уходить,Не вопрос,0
распознавать,Не вопрос,0
увеличивать,Не вопрос,0
уменьшать,Не вопрос,0
устанавливать,Не вопрос,0
выключать,Не вопрос,0
включать,Не вопрос,0
включать,Не вопрос,0
включать,Не вопрос,0
включать музыка,Не вопрос,0
включать чтонибудь,Не вопрос,0
выключать музыка,Не вопрос,0
включать музыка из google music,Не вопрос,0
включать песня « впускать музыка »,Не вопрос,0
включать песня « моряк »,Не вопрос,0
включать песня по название,Не вопрос,0
включать последний альбом би,Не вопрос,0
включать альбом « meteora » linkin park,Не вопрос,0
включать альбом,Не вопрос,0
следующий трек,Не вопрос,0
предыдущий трек,Не вопрос,0
умножать на,Не вопрос,0
разделять на,Не вопрос,0
расписание кинотеатр на завтра,Не вопрос,0
включать телевизор,Не вопрос,0
выключать телевизор,Не вопрос,0
пауза,Не вопрос,0
возобновлять,Не вопрос,0
далеко,Не вопрос,0
предыдущий видео,Не вопрос,0
сделать громко,Не вопрос,0
сделать тихо,Не вопрос,0
включать ютуб,Не вопрос,0
включать трейлер вено на телевизор,Не вопрос,0
включать веселый видео,Не вопрос,0
показывать клип linkin park,Не вопрос,0
включать новость,Не вопрос,0
рассказывать новость,Не вопрос,0
новость спорт,Не вопрос,0
новость политика,Не вопрос,0
сделать,Не вопрос,0
распознавать,Не вопрос,0
сказать,Не вопрос,0
уходить,Не вопрос,0
приходить,Не вопрос,0
отходить,Не вопрос,0
стоять,Не вопрос,0
идти,Не вопрос,0
наказывать,Не вопрос,0
давать,Не вопрос,0
выбирать,Не вопрос,0
быть,Не вопрос,0
молчать,Не вопрос,0
сказать,Не вопрос,0
говорить,Не вопрос,0
знать,Не вопрос,0
становиться,Не вопрос,0
хотеть,Не вопрос,0
иметь,Не вопрос,0
видеть,Не вопрос,0
ведовать,Не вопрос,0
жить,Не вопрос,0
делать,Не вопрос,0
работать,Не вопрос,0
понимать,Не вопрос,0
пойти,Не вопрос,0
давать,Не вопрос,0
спрашивать,Не вопрос,0
получать,Не вопрос,0
сидеть,Не вопрос,0
оказываться,Не вопрос,0
отказываться,Не вопрос,0
взять,Не вопрос,0
находить,Не вопрос,0
стоять,Не вопрос,0
решать,Не вопрос,0
прийми,Не вопрос,0
читать,Не вопрос,0
бывать,Не вопрос,0
весть,Не вопрос,0
хотеть,Не вопрос,0
весь,Не вопрос,0
показывать,Не вопрос,0
поставлять,Не вопрос,0
называть,Не вопрос,0
требовать,Не вопрос,0
садиться,Не вопрос,0
устанавливать,Не вопрос,0
подымать,Не вопрос,0
уметь,Не вопрос,0
весть,Не вопрос,0
вставать,Не вопрос,0
провожать,Не вопрос,0
бросать,Не вопрос,0
объяснять,Не вопрос,0
убивать,Не вопрос,0
умирать,Не вопрос,0
выглядеть,Не вопрос,0
попросить,Не вопрос,0
служить,Не вопрос,0
состоять,Не вопрос,0
знач,Не вопрос,0
схватывать,Не вопрос,0
позвонить,Не вопрос,0
иметь,Не вопрос,0
стремиться,Не вопрос,0
удивляться,Не вопрос,0
висеть,Не вопрос,0
оставлять,Не вопрос,0
сыграть,Не вопрос,0
поддерживать,Не вопрос,0
следить,Не вопрос,0
включать,Не вопрос,0
менять,Не вопрос,0
включать,Не вопрос,0
терять,Не вопрос,0
повертываться,Не вопрос,0
поворотиться,Не вопрос,0
взяться,Не вопрос,0
прочитывать,Не вопрос,0
тянуть,Не вопрос,0
вводить,Не вопрос,0
напоминать,Не вопрос,0
доказывать,Не вопрос,0
приготавливать,Не вопрос,0
запекать,Не вопрос,0
взять,Не вопрос,0
взбивать,Не вопрос,0
добавлять,Не вопрос,0
почистить,Не вопрос,0
перемешать,Не вопрос,0
заливать,Не вопрос,0
решать,Не вопрос,0
фас,Не вопрос,0
вставать,Не вопрос,0
садиться,Не вопрос,0
расходиться,Не вопрос,0
построиться,Не вопрос,0
нарисовать,Не вопрос,0
покрасить,Не вопрос,0
сделать,Не вопрос,0
распознавать,Не вопрос,0
сказать,Не вопрос,0
уходить,Не вопрос,0
приходить,Не вопрос,0
отходить,Не вопрос,0
стоять,Не вопрос,0
идти,Не вопрос,0
назать,Не вопрос,0
давать,Не вопрос,0
выбирать,Не вопрос,0
быть,Не вопрос,0
молчать,Не вопрос,0
сказать,Не вопрос,0
говорить,Не вопрос,0
знать,Не вопрос,0
стоять,Не вопрос,0
хотеть,Не вопрос,0
иметь,Не вопрос,0
видеть,Не вопрос,0
ведовать,Не вопрос,0
жить,Не вопрос,0
делать,Не вопрос,0
работать,Не вопрос,0
понимать,Не вопрос,0
пойти,Не вопрос,0
давать,Не вопрос,0
спрашивать,Не вопрос,0
получать,Не вопрос,0
сидеть,Не вопрос,0
оказываться,Не вопрос,0
отказываться,Не вопрос,0
взять,Не вопрос,0
находить,Не вопрос,0
стоять,Не вопрос,0
решать,Не вопрос,0
прийми,Не вопрос,0
читать,Не вопрос,0
бывать,Не вопрос,0
весть,Не вопрос,0
хотеть,Не вопрос,0
весь,Не вопрос,0
показывать,Не вопрос,0
поставлять,Не вопрос,0
называть,Не вопрос,0
требовать,Не вопрос,0
садиться,Не вопрос,0
устанавливать,Не вопрос,0
подымать,Не вопрос,0
уметь,Не вопрос,0
весть,Не вопрос,0
вставать,Не вопрос,0
провожать,Не вопрос,0
бросать,Не вопрос,0
объяснять,Не вопрос,0
убивать,Не вопрос,0
умирать,Не вопрос,0
выглядеть,Не вопрос,0
попросить,Не вопрос,0
служить,Не вопрос,0
состоять,Не вопрос,0
знач,Не вопрос,0
схватывать,Не вопрос,0
позвонить,Не вопрос,0
иметь,Не вопрос,0
стремиться,Не вопрос,0
удивляться,Не вопрос,0
висеть,Не вопрос,0
оставлять,Не вопрос,0
сыграть,Не вопрос,0
поддерживать,Не вопрос,0
следить,Не вопрос,0
включать,Не вопрос,0
менять,Не вопрос,0
включать,Не вопрос,0
терять,Не вопрос,0
повертываться,Не вопрос,0
поворотиться,Не вопрос,0
взяться,Не вопрос,0
прочитывать,Не вопрос,0
тянуть,Не вопрос,0
вводить,Не вопрос,0
напоминать,Не вопрос,0
доказывать,Не вопрос,0
приготавливать,Не вопрос,0
запекать,Не вопрос,0
взять,Не вопрос,0
взбивать,Не вопрос,0
добавлять,Не вопрос,0
почистить,Не вопрос,0
перемешать,Не вопрос,0
заливать,Не вопрос,0
решать,Не вопрос,0
фас,Не вопрос,0
вставать,Не вопрос,0
садиться,Не вопрос,0
расходиться,Не вопрос,0
построиться,Не вопрос,0
нарисовать,Не вопрос,0
покрасить,Не вопрос,0
сказать,Не вопрос,0
говорить,Не вопрос,0
говорить,Не вопрос,0
сказать,Не вопрос,0
сделать,Не вопрос,0
распознавать,Не вопрос,0
сказать,Не вопрос,0
уходить,Не вопрос,0
приходить,Не вопрос,0
отходить,Не вопрос,0
стоять,Не вопрос,0
идти,Не вопрос,0
наказывать,Не вопрос,0
давать,Не вопрос,0
выбирать,Не вопрос,0
быть,Не вопрос,0
молчать,Не вопрос,0
сказать,Не вопрос,0
говорить,Не вопрос,0
знать,Не вопрос,0
становиться,Не вопрос,0
хотеть,Не вопрос,0
иметь,Не вопрос,0
видеть,Не вопрос,0
ведовать,Не вопрос,0
жить,Не вопрос,0
делать,Не вопрос,0
работать,Не вопрос,0
понимать,Не вопрос,0
пойти,Не вопрос,0
давать,Не вопрос,0
спрашивать,Не вопрос,0
получать,Не вопрос,0
сидеть,Не вопрос,0
оказываться,Не вопрос,0
отказываться,Не вопрос,0
взять,Не вопрос,0
находить,Не вопрос,0
стоять,Не вопрос,0
решать,Не вопрос,0
прийми,Не вопрос,0
читать,Не вопрос,0
бывать,Не вопрос,0
весть,Не вопрос,0
хотеть,Не вопрос,0
весь,Не вопрос,0
показывать,Не вопрос,0
поставлять,Не вопрос,0
называть,Не вопрос,0
требовать,Не вопрос,0
садиться,Не вопрос,0
устанавливать,Не вопрос,0
подымать,Не вопрос,0
уметь,Не вопрос,0
весть,Не вопрос,0
вставать,Не вопрос,0
провожать,Не вопрос,0
бросать,Не вопрос,0
объяснять,Не вопрос,0
убивать,Не вопрос,0
алькатрас ??,Вопрос,1
алькатрас может ?,Вопрос,1
балалайка восьмиугольный не ?,Вопрос,1
что ?,Вопрос,1
фургон блять ?,Вопрос,1
за что ?,Вопрос,1
кто ?,Вопрос,1
кто ?,Вопрос,1
за что ?,Вопрос,1
бля рил чело жалоба кидать на он ?,Вопрос,1
чкт мочь фалкон забанить ?,Вопрос,1
свиной ?,Вопрос,1
а может ты ?,Вопрос,1
чат мочь фалкон забанить ?,Вопрос,1
неадекват конечно воспитываться не ?,Вопрос,1
шлюз ?,Вопрос,1
как этот игра называться ?,Вопрос,1
шаболд ?,Вопрос,1
сучка ?,Вопрос,1
как этот игра называться ?,Вопрос,1
cmonbruh ?,Вопрос,1
кто ?,Вопрос,1
кто ?,Вопрос,1
энциклопедия ?,Вопрос,1
еблан ?,Вопрос,1
так руди кто ?,Вопрос,1
вы уже встречаться ?,Вопрос,1
кто руди ?,Вопрос,1
соня кто ??,Вопрос,1
кто рюди ?,Вопрос,1
кто руди ?,Вопрос,1
кто руди ????????,Вопрос,1
так а руди то кто что за слово быть собака ?,Вопрос,1
кто руди ?,Вопрос,1
кто рудие ?,Вопрос,1
соня кто ?,Вопрос,1
кто сонечка ???,Вопрос,1
кто руди ?,Вопрос,1
кто руди ?,Вопрос,1
в твой адресс я чтото конкретный написать ?,Вопрос,1
кто соня то ?,Вопрос,1
ксто соня ?,Вопрос,1
соня кто ?,Вопрос,1
кто руди ??,Вопрос,1
кто соня то в итог ?,Вопрос,1
кто сонечка ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соняша ?,Вопрос,1
кто руди ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ??????,Вопрос,1
они гипс уже смотреть ? быть клип ?,Вопрос,1
кто соня ??,Вопрос,1
а ради то кто ?,Вопрос,1
кто руди ?,Вопрос,1
так с кто он ты ассоцировать ?,Вопрос,1
кто ср онечка ??,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто соня ?,Вопрос,1
кто она ?,Вопрос,1
кто соня ?,Вопрос,1
они слепок ебучий сделалим ?,Вопрос,1
кто соня ?,Вопрос,1
они уже встречаться ?,Вопрос,1
пышный ?,Вопрос,1
а нахуй ты фалкон отмечать постоянно ?,Вопрос,1
модестал ?,Вопрос,1
ктото балл считать вообще ?,Вопрос,1
комьюнити волк на место ?,Вопрос,1
орел на место ???,Вопрос,1
чо они в итог сделать с этот хуйня ?,Вопрос,1
чат ?,Вопрос,1
совсем нажираться за праздник ?,Вопрос,1
к какой именно ?,Вопрос,1
а да ?,Вопрос,1
это уже официально ?,Вопрос,1
ты снова с леха дружить ?,Вопрос,1
а ошибка сколько должно быть ?,Вопрос,1
когда правый получать ?,Вопрос,1
а ты для что вообще ?,Вопрос,1
по работа ?,Вопрос,1
что запрещать на черный зона ?,Вопрос,1
а да ?,Вопрос,1
это уже официально ?,Вопрос,1
за что воевать пацан с украинский сторона ?,Вопрос,1
они же явно понимать что военный победа у они не быть смысл жизнь отдавать ?,Вопрос,1
love rov на кто россия за год нападывать ? кроме украина ?,Вопрос,1
тоедать мирный решение этот вопрос не существовать ?,Вопрос,1
а с какой фига россия давать ультиматум украина ?,Вопрос,1
а русский пацан за что воевать на чужой земля ?,Вопрос,1
так и что ?,Вопрос,1
какой россия дело до украинский крым и донбасс ?,Вопрос,1
слушать а другой пример нет ?,Вопрос,1
у япония другой менталитет ?,Вопрос,1
а когда ты она завоевывать ?,Вопрос,1
в г ты сколько быть ?,Вопрос,1
они послушать жириновский и списывать домашка ?,Вопрос,1
карелия автономный республика ?,Вопрос,1
а почему у они наступательный вооружение ?,Вопрос,1
а че нато в югославия или сирия обороняться ?,Вопрос,1
оифгеть вопрос а у россия почему наступательный вооружение ?,Вопрос,1
почему у оборонительный альянс наступательный вооружение ?,Вопрос,1
кто такой россия ?,Вопрос,1
чей крым браз ?,Вопрос,1
ты издеваться ?,Вопрос,1
кроме украина ?,Вопрос,1
на кто россия за год нападывать ?,Вопрос,1
ты издеваться ?,Вопрос,1
вы на карта давно смотреть ?,Вопрос,1
а че нато в югославия или сирия обороняться ?,Вопрос,1
а у россия почему наступательный вооружение ?,Вопрос,1
кто такой россия ?,Вопрос,1
вы на карта давно смотреть ?,Вопрос,1
чей крым браз ?,Вопрос,1
ты издеваться ?,Вопрос,1
кроме украина ?,Вопрос,1
на кто россия за год нападывать ?,Вопрос,1
как вы много нравиться работать дом или в офис? почему? хотеть бы вы совмещать удаленка и офисный работа и если да то как?,Вопрос,1
что для вы самый сложный в удаленный работа? а самый простой?,Вопрос,1
у вы дома быть свой “офис” отдельный рабочий место?,Вопрос,1
показывать мы свой “удалять” рабочий место?,Вопрос,1
где вы часто все работать дома? за рабочий стол? за кухонный стол? на балкон? на диван? в любить кресло?,Вопрос,1
давать начистоту как часто вы работать лежать в постель?,Вопрос,1
как выглядеть ваш утренний сбор когда вы работать дома и не нужно прихорашиваться для выход в офис?,Вопрос,1
называть ваш главный лайфхак чтобы не отвлекаться во время работа из дом?,Вопрос,1
как вы сохранять продуктивность и мотивация работать удаленный?,Вопрос,1
как выглядеть ваш рабочий аутфит наряд для удаленка? носить ли гавайский шорты под классический рубашка потому что на видеосвязь все равный не видно низ?,Вопрос,1
сколько чашка кофечай в день вы выпивать?,Вопрос,1
вы жаворонок или сова? когда удобно все работать и получаться ли организовывать удобный график удаленный?,Вопрос,1
как думать какой образ можно улучшать наш созвон?,Вопрос,1
любить ли пить кофеиновый напиток чай кофе кол во время работа?,Вопрос,1
какой стоять фильм или сериал вы смотреть в последний время?,Вопрос,1
какой из прочитывать книга вы считать хороший и почему?,Вопрос,1
а что из профессиональный литература считать хороший?,Вопрос,1
если бы вы мочь осваивать один новый hard skill в близкий время что бы это быть?,Вопрос,1
если бы вы мочь развивать один новый soft skill в близкий время что бы это быть?,Вопрос,1
любить ли вы заниматься спорт? какой вид спорт вы нравиться много все?,Вопрос,1
если бы вы мочь написать книга какой жанр вы бы выбирать? фэнтези? триллер? роман? исторический беллетристика? профессиональный литература?,Вопрос,1
наступать зомбиапокалипсис собирать для себя команда из три человек почему именно этот человек вы выбирать?,Вопрос,1
какой эмодзистикер вы использовать часто все?,Вопрос,1
рассказывать про ваш плохойнеуместный наряд?,Вопрос,1
а про плохой стрижка?,Вопрос,1
какой у вы быть любимый актерактриса в детство?,Вопрос,1
сравнивать ли вы с ктото из знаменитость? с кто?,Вопрос,1
если бы вы мочь вернуть какойлибо модный тренд что бы это быть?,Вопрос,1
какой вид транспорт вы любить много все?,Вопрос,1
представлять что вести собственный вечерний токшоу кто бы вы приглашать в качество первый гость?,Вопрос,1
представлять что по ваш биография снимать фильм какой бы это быть жанр и кто бы сыграть вы?,Вопрос,1
хотеть ли вы становиться знаменитый? в какой сфера?,Вопрос,1
любить петь в караоке? какой ваш любимый песня?,Вопрос,1
что из еда вы терпеть не мочь в детство? а как сейчас к это относиться?,Вопрос,1
если бы вы приходиться есть один блюдо до конец жизнь что бы это быть?,Вопрос,1
представлять что у вы быть выбор оставаться на необитаемый остров один или со свой злой враг что бы вы выбирать и почему?,Вопрос,1
если бы инопланетянин прилетать на земля завтра и предлагать бы вы улетать с они вы бы соглашаться?,Вопрос,1
е е е е год какой десятилетие вы любить много все и почему?,Вопрос,1
что из купить в этот год вы любить много все?,Вопрос,1
какой самый хороший совет вы когдалибо получать?,Вопрос,1
что повашему относиться к самый удивительный научный открытие?,Вопрос,1
о что вы мечтать?,Вопрос,1
если бы вы участвовать в соревнование тип миссмистер мир что бы вы представлять на конкурс талант?,Вопрос,1
как бы вы называть свой автобиография?,Вопрос,1
представлять что вы очень богатый и вы больше не нужно работать что бы вы заниматься?,Вопрос,1
если бы вы приходиться удалять весь приложение кроме х со свой смартфон что бы вы оставлять и почему?,Вопрос,1
какой ваш любимый волшебный или мифологический животное?,Вопрос,1
кто ваш любимый сказочный персонаж? хотеть бы вы оказываться на егоее место?,Вопрос,1
рассказывать о домквартира ваш мечта,Вопрос,1
представлять что вы собираться в кругосветный плавание как бы вы называть свой корабль и почему?,Вопрос,1
если бы вы быть олимпийский спортсмен какой бы это быть вид спорт и почему?,Вопрос,1
кто вы считать хороший в мир бизнес и почему?,Вопрос,1
рассказывать о ваш плохой работа,Вопрос,1
с кто из известный человек за весь история вы бы хотеть подружиться и почему?,Вопрос,1
если бы у вы быть суперсил то какой и почему?,Вопрос,1
какой бы музыкальный группа или исполнитель вы хотеть бы позвать к себя на праздник?,Вопрос,1
кто вы хотеть становиться в детство?,Вопрос,1
быть ли у вы любимый традиция или праздник? что это?,Вопрос,1
какой вымышленный мир или место вы бы хотеть посещать?,Вопрос,1
что вы любить быть на завтрак?,Вопрос,1
какой ваш любимый время сутки и почему?,Вопрос,1
кофе или чай?,Вопрос,1
телепортация или полет?,Вопрос,1
какой ваш любимый сериал и почему?,Вопрос,1
если бы у вы быть машина время вы бы отправляться в прошлое или в будущее?,Вопрос,1
как вы думать вы быть бы комфортно проживать без свой смартфон сутки?,Вопрос,1
какой ваш любимый десерт?,Вопрос,1
какой игра вы любить в детство?,Вопрос,1
вы путешественник или домосед?,Вопрос,1
если бы вы не работать тот кто работать сейчас кто бы вы становиться?,Вопрос,1
какой ваш любимый городстрана из тот что вы успевать посещать?,Вопрос,1
что бы вы сделать если бы встречать свой кумир?,Вопрос,1
быть ли у вы так называть “bucket list” – список вещь который нужно успевать сделать в жизнь? что в он самый важныйинтересный?,Вопрос,1
рассказывать какойто забавный факт о себя,Вопрос,1
какой ваш любимый блюдо и почему?,Вопрос,1
играть ли вы на какойто музыкальный инструмент? на какой?,Вопрос,1
вы много любить кошка или собака?,Вопрос,1
сколько язык вы знать?,Вопрос,1
какой самый странный еда вы когдалибо есть?,Вопрос,1
что самый необычный вы приходиться делать?,Вопрос,1
какой обои у вы на телефонкомпьютер?,Вопрос,1
представлять что вы мочь выбирать неограниченный запас какойто продукт на весь жизнь что вы выбирать?,Вопрос,1
какой время год вы любить много все и почему?,Вопрос,1
вы любить петьтанцевать?,Вопрос,1
что из фрукт и овощ вы любить много все?,Вопрос,1
если бы вы мочь пообщаться с любой персонаж сказкафильм кто бы вы выбирать и почему?,Вопрос,1
если бы вы мочь пожить в любой страна на протяжение год что бы вы выбирать и почему?,Вопрос,1
если бы вы мочь совершать какойто преступление который сходить бы вы с рука что бы вы сделать и почему?,Вопрос,1
если бы вы мочь снова увидеть какойто фильм впервые что бы вы выбирать и почему?,Вопрос,1
если бы вы мочь жить в любой страна где бы вы жить?,Вопрос,1
если бы вы мочь выбирать два известный человек чтобы поужинать с они кто бы вы выбирать?,Вопрос,1
если бы вы мочь быть животный кто бы вы быть и почему?,Вопрос,1
если бы вы мочь поменяться место с ктолибо в мир кто бы это быть и почему?,Вопрос,1
если бы вы собираться менять имя как бы вы называть себя?,Вопрос,1
если бы у вы быть персональный ассистент что бы вы делегировать он?,Вопрос,1
если бы вы мочь мгновенно становиться эксперт в чтото что бы это быть?,Вопрос,1
если бы вы гарантировать чтото предоставлять кроме деньги что бы вы выбирать?,Вопрос,1
если бы вы приходиться преподавать какойто один дисциплина что бы это быть?,Вопрос,1
если бы вы мочь мгновенно выучивать какойто язык кроме английский что бы вы выбирать?,Вопрос,1
если бы вы мочь становиться бессмертный в какой возраст вы бы останавливать старение и почему?,Вопрос,1
если бы вы участвовать в реалитишоу какой шоу вы бы выбирать и почему?,Вопрос,1
если бы вы мочь исключать один вещь из свой распорядок день что бы это быть и почему?,Вопрос,1
если бы вы мочь полететь на марс вы бы полететь? почему да почему нет?,Вопрос,1
если бы вы мочь телепортироваться прямо сейчас в какой место вы бы переноситься и почему?,Вопрос,1
если бы вы мочь написать книга который гарантированный становиться бестселлер о что бы вы написать?,Вопрос,1
вы бы предпочитать жить в океан или на луна?,Вопрос,1
вы бы предпочитать потерять весь свой деньги или весь свой фотография?,Вопрос,1
вы бы предпочитать уметь летать или становиться невидимый?,Вопрос,1
вы бы предпочитать жить там где всегда холодно или всегда жарко?,Вопрос,1
вы бы предпочитать всегда немного опаздывать или приходить чуть рано?,Вопрос,1
вы бы предпочитать отказываться от свой смартфон или компьютер?,Вопрос,1
вы бы предпочитать жить без тепло и переменный ток или без социальный сеть?,Вопрос,1
вы бы предпочитать быть самый смешной или самый умный человек в комната?,Вопрос,1
вы бы предпочитать бегать со скорость кмчас или летать со скорость кмчас?,Вопрос,1
вы бы предпочитать быть супергерой или хороший шефповар в мир?,Вопрос,1
вы бы предпочитать быть олимпийский золотой призер или космонавт?,Вопрос,1
если бы вы приходиться преподавать какойто один дисциплина что бы это быть?,Вопрос,1
если бы вы мочь мгновенно выучивать какойто язык кроме английский что бы вы выбирать?,Вопрос,1
если бы вы мочь становиться бессмертный в какой возраст вы бы останавливать старение и почему?,Вопрос,1
если бы вы участвовать в реалитишоу какой шоу вы бы выбирать и почему?,Вопрос,1
если бы вы мочь исключать один вещь из свой распорядок день что бы это быть и почему?,Вопрос,1
если бы вы мочь полететь на марс вы бы полететь? почему да почему нет?,Вопрос,1
если бы вы мочь телепортироваться прямо сейчас в какой место вы бы переноситься и почему?,Вопрос,1
если бы вы мочь написать книга который гарантированный становиться бестселлер о что бы вы написать?,Вопрос,1
вы бы предпочитать жить в океан или на луна?,Вопрос,1
вы бы предпочитать потерять весь свой деньги или весь свой фотография?,Вопрос,1
вы бы предпочитать уметь летать или становиться невидимый?,Вопрос,1
вы бы предпочитать жить там где всегда холодно или всегда жарко?,Вопрос,1
вы бы предпочитать всегда немного опаздывать или приходить чуть рано?,Вопрос,1
вы бы предпочитать отказываться от свой смартфон или компьютер?,Вопрос,1
вы бы предпочитать жить без тепло и переменный ток или без социальный сеть?,Вопрос,1
вы бы предпочитать быть самый смешной или самый умный человек в комната?,Вопрос,1
вы бы предпочитать бегать со скорость кмчас или летать со скорость кмчас?,Вопрос,1
вы бы предпочитать быть супергерой или хороший шефповар в мир?,Вопрос,1
вы бы предпочитать быть олимпийский золотой призер или космонавт?,Вопрос,1
вы бы предпочитать быть олимпийский золотой призер или космонавт?,Вопрос,1
у вы там быть «коллега» партнер сосед по комната брат сестра родитель домашний животное рядом?,Вопрос,1
ваш рабочий график изменяться изза введение удаленный работа?,Вопрос,1
как вы много нравиться работать удаленный или в офис?,Вопрос,1
какой у вы любимый аксессуар для работа из дом?,Вопрос,1
какой напиток вы предпочитать когда работать дома? кофе? чай?,Вопрос,1
у вы дома быть место где вы работаться наиболее продуктивно?,Вопрос,1
если бы вы мочь модернизировать свой среда для работа из дом что бы вы улучшать?,Вопрос,1
каков ваш утренний распорядок?,Вопрос,1
вы часто работать в пижама?,Вопрос,1
у вы брат и сестра? вы старший средний или младший ребенок в семья?,Вопрос,1
где вы вырастать?,Вопрос,1
у вы в детство быть домашний животное? вы хотеть иметь домашний животное?,Вопрос,1
вы заниматься спорт в детство? заниматься ли вы какойнибудь вид спорт сейчас?,Вопрос,1
вы говорить на другой язык?,Вопрос,1
какой ваш любимый место в мир?,Вопрос,1
какой быть ваш первый работа?,Вопрос,1
какой мультфильм быть ваш любимый в детство? какой у вы быть любимый персонаж мультфильм? если он быть из другой мультфильм то почему?,Вопрос,1
кто вдохновлять вы много все в жизнь?,Вопрос,1
какой семейный традиция вы бы хотеть передавать ребенок?,Вопрос,1
какой совет давать вы родитель бабушка или дедушка который вы хотеть бы поделиться?,Вопрос,1
какой предмет быть ваш любимый в школа?,Вопрос,1
быть ли у вы в детство воображать друг? кто это быть такой?,Вопрос,1
вы когданибудь принимать за знаменитость?,Вопрос,1
кто быть самый известный человек который вы когдалибо встречать? рассказывать как это происходить,Вопрос,1
в какой удовольствие вы никак не мочь себя отказывать?,Вопрос,1
какой у вы быть самый нелепый страх в детство?,Вопрос,1
какой у вы сейчас обои стоять на рабочий стол или на мобильный телефон? почему вы выбирать именно такой картинка?,Вопрос,1
рассказывать о самый плохой дно когда все валиться из рука,Вопрос,1
если бы вы давать имя свой автомобиль как бы вы он называть?,Вопрос,1
какой ваш любимый детский шуткакаламбур?,Вопрос,1
если бы вы назначать ведущий токшоу какой шоу вы бы выбирать?,Вопрос,1
какой новый год вы встречать хорошо все? а плохой все?,Вопрос,1
рассказывать о неловкий случай который с вы происходить,Вопрос,1
изза что у вы в последний раз быть неприятность?,Вопрос,1
как бы вы озаглавливать свой автобиография?,Вопрос,1
если бы вы мочь добавлять термин в словарь какой слово вы бы добавлять и что бы оно означать?,Вопрос,1
если бы вы мочь вернуть какойнибудь модный тенденция или устаревать жаргонный выражение что бы это быть?,Вопрос,1
если бы вы приходиться весь оставаться жизнь разговаривать как персонаж мультфильм кто бы вы выбирать? изображать он,Вопрос,1
какой быть самый плохой совет который вы когдалибо давать?,Вопрос,1
если бы вы приходиться съедать карандаш какой цвет вы бы выбирать?,Вопрос,1
какой книга вы сейчас читать? какой ваш любимый книга?,Вопрос,1
какой ваш любимый телепередача?,Вопрос,1
какой ваш любимый фильм?,Вопрос,1
какой ваш любимый песня?,Вопрос,1
какой быть первый концерт который вы посещать? какой концерт быть хороший?,Вопрос,1
если бы вы оказываться на необитаемый остров какой книга или предмет взять бы с себя?,Вопрос,1
если бы вы доводиться поужинать с какойлибо исторический фигура кто бы это быть? а если с ктото из ныне жить знаменитость?,Вопрос,1
какой быть ваш самый хороший подарок? а подарок который дарить вы сам?,Вопрос,1
у вы быть скрытый талант?,Вопрос,1
кто вы хотеть становиться в детство когда вырастать?,Вопрос,1
если бы у вы быть возможность исполнять три желание что бы вы загадывать?,Вопрос,1
если бы вы выигрывать миллион доллар что бы вы сделать прежде все?,Вопрос,1
у вы быть хобби?,Вопрос,1
если бы в сутки быть дополнительный час что бы вы сделать?,Вопрос,1
какой музыка вы любить?,Вопрос,1
вы много любить собака или кошка? или и тот и другой?,Вопрос,1
какой пункт быть в ваш список дело?,Вопрос,1
как вы думать в какой игровой телешоу вы мочь бы побеждать?,Вопрос,1
если бы вы мочь использовать только один смайлик до конец жизнь то какой?,Вопрос,1
какой ваш любимый цитата из фильм?,Вопрос,1
что вы считать совершенно переоценивать?,Вопрос,1
если бы вы быть спортсмен какой песня вы бы выбирать для выход на ринг?,Вопрос,1
какой книга вы хотеть бы перечитывать как будто в первый раз?,Вопрос,1
называть фильм который по ваш мнение должный иметь продолжение,Вопрос,1
если бы вы нужно быть прямо сейчас отправлять генеральный директор смайлик по электронный почта какой бы вы выбирать?,Вопрос,1
о что вы первый дело подумать когда просыпаться сегодня утро?,Вопрос,1
какой день быть самый хороший в ваш жизнь?,Вопрос,1
если бы на земля высаживаться инопланетянин с кто бы вы посоветовать они поговорить?,Вопрос,1
как вы считать хотдог — это бутерброд?,Вопрос,1
какой ваш любимый туристический направление?,Вопрос,1
какой ваш любимый место?,Вопрос,1
вы когданибудь выезжать за граница?,Вопрос,1
гора или океан?,Вопрос,1
снег или песок?,Вопрос,1
куда вы отправляться во время первый свой путешествие который вы помнить?,Вопрос,1
что вы предпочитать заниматься когда никуда не выезжать?,Вопрос,1
если бы вы приходиться переезжать в другой страна какой вы бы выбирать?,Вопрос,1
какой ваш любимый еда?,Вопрос,1
какой ваш любимый начинка для пицца?,Вопрос,1
какой ваш любимый сорт мороженое?,Вопрос,1
какой ваш любимый напиток для неформальный общение?,Вопрос,1
если бы вы мочь давать название коктейль как бы вы он называть?,Вопрос,1
острый или сладкий?,Вопрос,1
какой ваш любимый ресторан быстрый питание?,Вопрос,1
быть ли такой что еда не понравиться вы на первый взгляд но вы изменять свой мнение когда она попробовать?,Вопрос,1
