text,agenda,command
,Команда,1
,Команда,1
,Команда,1
имей,Команда,1
видь,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
пойди,Команда,1
,Команда,1
,Команда,1
нравиться подождать,Не команда,0
,Не команда,0
объяснять заключаться изменять,Не команда,0
бывать бывать неподходящий,Не команда,0
,Не команда,0
бывать бывать неподходящий,Не команда,0
заводить чувствовать иметь,Не команда,0
становиться умирать приходить зависеть,Не команда,0
бывать приходиться надевать,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
беспечивать,Не команда,0
скидывать макрос хотябать выкладывать,Не команда,0
накинуть удушать взять,Не команда,0
владеть давать,Не команда,0
напоминать входить,Не команда,0
создавать изменять существовать добавлять устанавливать,Не команда,0
бранить меняться начинать,Не команда,0
гробить,Не команда,0
нравиться подождать,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Не команда,0
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
,Команда,1
